
serial,room,asset,id
LR03Z16K,10219,2175,bf40da76-cd3d-4e21-b607-6762b357729d
LR03Z17S,10219,2176,537133b7-ac6c-481d-b4aa-0afdd59cbefb
LR03Z15Z,10219,2177,54c8bfff-14bb-41e5-85cf-feda3fe6909e
LR03Z18G,10219,2178,53603486-bd93-4e6e-9e4d-0b274d042da1
LR03Z17H,10219,2179,c77d3f84-d00f-4b36-bc00-f6b20225db9e
LR03Z18L,10219,2180,592520ca-a6ca-4446-8e67-2305255b8e9c
LR03Z156,10219,2181,863c7efa-4bc5-41f2-a34b-273fb1c870fd
LR03Z19K,10219,2182,bb90e6cd-f3ff-4626-bbdf-ee67fdd8862a
LR03Z19C,10219,2183,b54cf5a3-20e5-4467-8b39-b34aad6869dd
LR03Z17U,10219,2184,cdeb0d51-9a6c-4080-8105-9e4572fc7f1c
LR03Z195,10219,2185,b730b542-52a1-472f-a2de-4c9790308344
LR03Z18V,10219,2186,8c69da15-32c8-44d6-8951-15fedcd25bd9
LR03Z19R,10219,2187,a87c422d-fd48-4d1d-876b-13c3717da1b6
LR03Z18D,10219,2188,7c4907cc-dd29-48e3-83cb-ccc0fb498c23
LR03XW2G,10219,2190,77f86343-fb94-42fd-9872-fe3524233a9d
LR03Z19H,10219,2191,3552f237-6ded-4107-86b8-e0df37b2db3f
LR03Z16U,10219,2192,908ea37c-7304-46d4-aac5-5da87fb6ee0f
LR03Z1AX,10219,2193,bf7ad3c0-3e88-4d94-aa67-eb662997b4bf
LR03Z1A4,10219,2194,675034f0-f649-4d92-ba00-9f11135eb75c
LR03Z1AH,10219,2195,c5feb672-8dba-4aba-81b1-d6df25bcf915
LR03Z16B,10219,2196,091aa4b3-18f0-42a4-b931-9ad9409f808d
LR03Z18S,10219,2197,34ec7648-d17e-4b86-a2c2-30b978e0b543
LR03Y7MF,10219,2198,48e3b45f-dc97-4789-9a0b-c37d08b18c42
NXSHEAA00241305BAF7600,10220,2512,25e4251d-f1e6-486d-9bbf-7297f5944d01
LR03XXW8,10220,2107,4571feb5-916e-4dcf-8d10-37d8194dfa49
LR03YA1N,10220,2108,4ab49e8a-c66f-404d-a744-84c46515b2c5
LR03YA05,10220,2109,54b79a4a-fd24-46e5-84ae-6a550a59a1c6
LR03Z18N,10220,2110,84f8713f-c6de-471d-b284-95ce9d237dd0
LR03Y7ML,10220,2111,75cff92e-8ece-43a3-9d1c-0eac0df2d462
LR03Y9W6,10220,2112,5029bbb1-7c40-40a8-b288-917dfd0c95a9
LR03Y7S1,10220,2113,db41592d-f6bd-481d-b3a4-1c43bf5e0659
LR03Z196,10220,2114,6d36defb-4b1f-46b8-8ae2-603d1ed18da5
LR03Z1B1,10220,2115,4e2c4b7d-ddaa-46b9-8872-76694ee5bc43
LR03YA1D,10220,2116,21231add-e673-42ee-9152-4083809a9aa3
LR03Y7S9,10220,2117,56d80bfa-a5c9-411d-b2f3-c297dfc9c176
LR03Y7F2,10220,2118,ea5856c0-36ef-4849-bf6e-0751fea1cb9e
LR03Z18C,10220,2119,dedec882-afb8-4bc9-9862-3459d0b050cd
LR03Z18E,10220,2120,7c3d22e9-6051-439c-8d54-c28dd2dc7931
LR03Z18B,10220,2122,b994b702-f105-45d3-ae0b-8b9c4860733c
LR03Y9ZD,10220,2123,38bff056-cf77-4c62-94fb-d0cba9c8af55
LR03Z1AP,10220,2124,5e9b6c57-a5b6-488c-afb5-68eef2bcd0eb
LR03Z1AF,10220,2125,dccd7c2b-5322-4917-83ba-8022157f98d6
LR03Z153,10220,2126,4f77e136-4479-48bb-9a26-abcbf7b7ef55
LR03Z1A9,10220,2127,518943ad-ef01-4897-a14d-2853c763239a
LR03Z1A5,10220,2128,44595065-c986-4838-bb08-5c028b81af68
LR03Z19W,10220,2129,9bf3e756-85fa-46ea-93ec-d88747856026
LR03Z154,10220,2130,736df721-8030-4349-9a6b-a3fcccf9bb28
LR03Z171,10220,2131,fdf882d6-b785-45dd-bd54-09adb6180e4c
LR03Z18M,10220,2132,6c8222d6-1a84-49f4-b774-0b7334088f76
LR03Y9W8,10220,2133,a6619ebe-451f-4ecc-a7c9-5bfae8b10997
LR03Z1BM,10220,2134,289b9b4e-8040-4eb8-b0a5-145f6846a4ce
LR03Z19M,10220,2135,3808d4f7-5a91-446a-9161-54bf33e0fde1
LR03Z1AQ,10220,2136,7467faf2-7f6b-4787-bd76-b5b33248d0ed
NXSHEAA002413061A17600,10221,2513,880689c1-0030-43f6-9061-8c749c9ae181
LR03Z191,10221,2199,22fc3d41-c734-4fbe-b5ba-8694ca2681a4
LR03Z1B3,10221,2200,870fd25c-ad67-4dc7-8704-cf60ee58296d
LR03Z16P,10221,2201,729b13ed-5ef8-4df1-bc74-ab93e6c482e1
LR03Z18Y,10221,2202,d442a535-00f8-40d9-a4ea-7a90fd071919
LR03Y7KU,10221,2203,8646a4ca-3f34-420d-97ca-e02649c5e2ed
LR03Z19G,10221,2204,676c7b7c-352e-4ae6-b469-99b039ce30b3
LR03Z18J,10221,2205,a5ddfdd2-9593-4624-9ee8-cb17601a5b83
LR03Z198,10221,2206,802fc1a6-65bf-41ab-94cc-fbf7565c7250
LR03Z15N,10221,2207,8bba7e3f-a6cb-4d8e-82ee-609652d20c12
LR03Z1AG,10221,2208,f439a7d2-e682-4ca1-9923-ec204e888a42
LR03Z29R,10221,2209,6c11f4d1-57f1-44ae-acd7-0b28caee1c24
LR03Z187,10221,2210,36e90e24-bf07-4537-8786-d00a865125be
LR03Z18Q,10221,2211,2dc3deb7-a451-41b2-8550-56e7dcfc41ae
LR03Z192,10221,2212,02159456-1eef-4a64-a07a-6988b770a526
LR03Z1AL,10221,2213,26766289-6e46-424e-885a-5319c99a8bb4
LR03Z1AB,10221,2214,f4b10364-b86b-48ea-9744-03d6a4029832
LR03Z19A,10221,2215,98725afe-742d-4850-ad53-5c8354ed601c
LR03Z19Q,10221,2216,b4e93d9f-2f1f-4249-bae6-a56e4ee06b97
LR03Z19E,10221,2217,ade5cea8-51ef-4fcd-be90-e27475d3346f
LR03Z184,10221,2218,72536b8b-af4d-4feb-9ad6-0d03f74a2a82
LR03Y7PR,10221,2220,ddfaa6b7-7ec5-4b7e-8c5b-0e446009f130
LR03Y7TA,10221,2221,4ee78afd-4ba8-4341-8cd6-0b240468aba0
LR03Y7TX,10221,2222,460d5ed6-2cf9-46f0-938f-afbdd50c9d54
LR03Y7T6,10221,2223,a7a462dd-10b0-4140-b208-120cea6cfa7d
LR03Y7TH,10221,2224,d0a17c4f-5bf0-436b-bfe6-93818e3e9ce8
LR03Y7TY,10221,2225,c2ddb6e7-a593-4cf3-be78-79c33e5d7882
LR03Y7RX,10221,2226,ae9ec642-cc4a-4c81-892d-32d670286c88
LR03Y7BE,10221,2227,19b1c1db-d9f1-4eb4-8999-e318be5ae134
LR03Y7L1,10221,2228,09e720e1-fdbc-492c-b596-4f72d71d07a0
